Name,Tenant domain,Container,Source,Group email,Created time,Last activity date,Description,Group type,Viva Engage connection,Hide from address list,Aliases,Team status,Synced from on-premises,Security enabled,Membership type,Privacy,Roles assignable,Roles,Site URL,Mailbox size (GB),Storage used (GB),Sensitivity label,Allow external senders to email this Group,Owners,Members,First EnPower registration time,Group ID,Registered,Primary contact,Secondary contact,Membership assignment method,Claim status,Contact election profile,Renewal profile,Phase,Phase assignee,Renewal start time,Renewal due date,Next renewal date,Last renewal time,Last renewed by,B-Department,Please Select a Site Type to Start the Site Creation Request,B-Library Short Name,B-Library name,Department,Allow External Sharing-choice,EDRMS Site Type,Please select: Lock Site / Unlock Site,Library Short Name,Library name,Please Select a Library Type to Start the Library Creation Request,Procurement library,Allow External Sharing,RefinableString00,Department22,Site Short Name,DRM Department,Business Need,Desired Outcomes,Key Risks and Considerations,Content Category,Site URL,Remarks,Records Manager,Project Owner,External Sharing Allowed?,Choose Project Site Template,Choose Site Template,Please provide business reasons for having site site.,Segment,Division,Region,Manager,Purpose of Use,Request Reason,External Company Name,GALines,Archiver,Delete Site,D- Change list setting
prj_Team Site-731099,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731099@7rkd12.onmicrosoft.com,8/4/2026 4:04:21 PM,8/4/2026,prj_Team Site-731099,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731099,0.00,0.00,None,Off,1,1,8/4/2026 6:16:46 PM,fb72085b-ac91-47a5-a054-b0222dfa5ba6,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_Team Site-731100,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teamsite-731100@7rkd12.onmicrosoft.com,8/4/2026 4:05:00 PM,8/4/2026,prj_Team Site-731100,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_teamsite-731100,0.00,0.00,None,Off,1,1,8/4/2026 6:17:08 PM,b9b00275-934f-4733-94a3-aa5d65194e0e,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_teams-1,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teams-1@7rkd12.onmicrosoft.com,7/8/2026 11:40:12 AM,7/29/2026,prj_temp-001,Microsoft 365 Group,Not connected,On,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/prj_teams-1,0.00,0.00,None,Off,2,2,7/8/2026 1:12:11 PM,29b94944-8d58-47a0-957b-878ed0135260,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_teams-test,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_teams-test@7rkd12.onmicrosoft.com,7/8/2026 11:25:49 AM,7/8/2026,prj_teams-test,Microsoft 365 Group,Not connected,On,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/prj_teams-test,0.00,0.00,None,Off,2,2,7/8/2026 11:32:16 AM,912fbcea-1419-4105-883b-33f9fb5b3b83,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_temp-001,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_temp-001@7rkd12.onmicrosoft.com,7/7/2026 10:34:51 AM,7/8/2026,prj_temp-001,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_temp-001,0.00,0.01,None,Off,3,3,7/7/2026 12:18:07 PM,648cca68-1e33-4a3d-9de6-d41d171e7be7,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_temp-002,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_temp-002@7rkd12.onmicrosoft.com,7/8/2026 11:48:57 AM,-,prj_temp-002,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_temp-002,0.00,0.01,None,Off,1,1,7/8/2026 2:12:07 PM,cca1b7a1-2c24-4329-9eb9-8a70407983f8,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_temp-003,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_temp-003@7rkd12.onmicrosoft.com,7/8/2026 11:55:01 AM,-,prj_temp-003,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/teams/prj_temp-003,0.00,0.01,None,Off,1,1,7/8/2026 2:12:29 PM,aae50268-3d67-4f45-9511-03638422035a,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
prj_temp-004,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,prj_temp-004@7rkd12.onmicrosoft.com,7/7/2026 11:10:15 AM,7/7/2026,prj_temp-001,Microsoft 365 Group,Not connected,On,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/prj_temp-004,0.00,0.00,None,Off,2,2,7/7/2026 11:17:50 AM,76633e47-eaf1-4f2d-8e54-e74384b95dee,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
project group site,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,projectgroupsite@7rkd12.onmicrosoft.com,5/22/2026 1:26:16 PM,-,project group site,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/projectgroupsite,0.00,0.00,None,Off,1,2,6/24/2026 10:51:41 AM,7e1bab6c-6fd3-4db7-900c-aaa70efed7eb,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Project Group Site02,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,ProjectSite02@7rkd12.onmicrosoft.com,3/2/2026 6:05:53 PM,7/22/2026,Project Site02,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/projectsite02,0.00,0.17,None,Off,13,13,6/24/2026 10:51:40 AM,aa3e5cf1-bd52-4df2-b0ee-9fa7548745cf,Yes,Admin ADB (Admin@7rkd12.onmicrosoft.com),John Rick D. Navoa (AdaLu@7rkd12.onmicrosoft.com),Manually assigned,Claimed,None,None,In compliance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CGAdoption,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Project Site03,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,ProjectSite03@7rkd12.onmicrosoft.com,7/9/2026 1:20:01 PM,8/7/2026,Project Site03,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/projectsite03,0.00,0.01,None,Off,14,14,7/9/2026 3:14:28 PM,4481266a-39a2-4113-8678-01ea4098b1be,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Project1,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,Project1@7rkd12.onmicrosoft.com,9/10/2024 11:45:07 AM,12/24/2024,Project 1,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/Project1,0.00,0.00,None,Off,1,2,9/6/2025 8:08:55 AM,6b62b491-beb6-465a-9cc6-f60d095c88a1,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Project3,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,Project3@7rkd12.onmicrosoft.com,9/13/2024 11:35:39 AM,8/9/2026,Project3,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/Project3,0.00,0.17,None,Off,1,3,9/6/2025 8:08:55 AM,0127d867-1b8d-48c8-9451-bdc2ce161882,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
R&D,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default security and distribution group container,Cloud,-,9/27/2024 2:59:52 PM,-,R&D user,Security group,Not connected,Off,-,Teams not connected,No,Yes,Dynamic user,-,No,User (no admin center access),-,N/A,0.00,None,Off,2,138,10/25/2024 8:06:36 AM,98467e41-8288-475b-b7dd-13843811376e,Yes,Admin ADB (Admin@7rkd12.onmicrosoft.com),,N/A,Claimed,group contact election,Group Renewal,Renewal overdue,Admin ADB,9/3/2025 3:10:02 PM,-,9/1/2026,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
R1.4 dev site,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,R1.4devsite@7rkd12.onmicrosoft.com,1/23/2026 3:15:15 PM,6/11/2026,R1.4 dev site,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/org_csd_1.4devsite,0.00,0.4,None,Off,13,12,1/23/2026 5:08:53 PM,272b506e-6d3b-413a-bcd1-61820c075759,Yes,Bonnie Test (BonnieTest@7rkd12.onmicrosoft.com),Admin ADB (Admin@7rkd12.onmicrosoft.com),Manually assigned,Claimed,None,None,In compliance,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,CGAdoption,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RAC Team,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,RACteam@7rkd12.onmicrosoft.com,2/12/2025 9:26:26 AM,5/1/2026,RAC Team,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/RACteam,0.00,0.00,None,On,1,3,9/6/2025 8:08:55 AM,33745f42-a631-41f1-9cf3-ef13c86f2a94,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Records and Archive Team,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default security and distribution group container,Cloud,rac_team@7rkd12.onmicrosoft.com,8/22/2025 3:06:49 PM,-,records,Distribution group,Not connected,Off,-,Teams not connected,No,No,Assigned,-,No,User (no admin center access),-,N/A,0.00,None,On,1,5,8/22/2025 5:08:20 PM,0be7e5cb-92a8-4a92-b650-4f6cc0195a0a,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Retail,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,Retail@7rkd12.onmicrosoft.com,5/17/2024 3:32:49 PM,8/3/2026,Description of Retail,Microsoft 365 Group,Not connected,On,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/Retail,0.00,0.00,None,Off,1,14,9/6/2025 8:08:55 AM,da0f0569-af90-4107-813c-d46d2668c53a,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
RetentionLabelTest,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,RetentionLabelTest@7rkd12.onmicrosoft.com,11/27/2024 9:54:43 PM,4/23/2026,RetentionLabelTest,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/RetentionLabelTest,0.00,0.00,None,Off,1,2,9/6/2025 8:08:55 AM,f8861df8-aa86-4340-9055-cdb055cc9ff1,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sales and Marketing,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,SalesandMarketing@7rkd12.onmicrosoft.com,5/17/2024 3:34:06 PM,5/7/2026,Description of Sales and Marketing,Microsoft 365 Group,Not connected,On,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/SalesandMarketing,0.00,0.00,None,Off,3,16,9/6/2025 8:08:55 AM,391b97b2-e200-49f2-b0ff-b8209eea457b,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sales and Marketing (FLY),Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,SalesAndMarketingfly@7rkd12.onmicrosoft.com,7/4/2024 11:47:24 AM,5/7/2026,Sales and Marketing,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/SalesAndMarketingfly,0.00,0.02,None,Off,3,9,9/6/2025 8:08:55 AM,c0cec185-9583-417b-91ff-154a7c982da2,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sample Team Site,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,SampleTeamSite@7rkd12.onmicrosoft.com,5/17/2024 7:26:35 PM,-,Sample Team Site,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/SampleTeamSite,0.00,0.00,None,Off,1,1,9/6/2025 8:08:55 AM,35b8d528-9a6b-4512-9a60-6b18ee49c8f0,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
security group,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default security and distribution group container,Cloud,-,5/4/2026 8:10:10 PM,-,security group,Security group,Not connected,Off,-,Teams not connected,No,Yes,Assigned,Private,Yes,User (no admin center access),-,N/A,0.00,None,Off,0,1,6/24/2026 10:51:40 AM,c601bba2-befc-400e-b86e-e28c7002f055,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Security group 1,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default security and distribution group container,Cloud,-,9/16/2024 7:43:14 PM,-,-,Security group,Not connected,Off,-,Teams not connected,No,Yes,Assigned,-,No,User (no admin center access),-,N/A,0.00,None,Off,2,3,10/25/2024 8:06:36 AM,f9b716fa-ee15-4554-8cf0-46020cd9604e,Yes,Admin ADB (Admin@7rkd12.onmicrosoft.com),,N/A,Claimed,group contact election,Group Renewal,Renewal overdue,Admin ADB,9/3/2025 7:53:18 PM,-,9/1/2026,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SecurityGroup,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default security and distribution group container,Cloud,-,5/4/2026 10:45:05 AM,-,SecurityGroup,Security group,Not connected,Off,-,Teams not connected,No,Yes,Assigned,Private,Yes,User (no admin center access),-,N/A,0.00,None,Off,1,1,6/24/2026 10:51:41 AM,8a77a313-7012-41b0-bed0-238e645a836b,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SensitivityLabelTest,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,SensitivityLabelTest@7rkd12.onmicrosoft.com,11/27/2024 9:53:48 PM,7/15/2025,SensitivityLabelTest,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/SensitivityLabelTest,0.00,0.00,None,Off,1,1,9/6/2025 8:08:55 AM,42c9bdb3-6799-4e7d-9076-9f87305211f7,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SG2,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default security and distribution group container,Cloud,-,12/5/2024 4:50:30 PM,-,SG2,Security group,Not connected,Off,-,Teams not connected,No,Yes,Assigned,-,No,User (no admin center access),-,N/A,0.00,None,Off,0,0,12/5/2024 7:04:58 PM,f730fa04-f1b5-498e-be30-9b38646d6963,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SG3,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default security and distribution group container,Cloud,-,12/5/2024 5:04:19 PM,-,SG3,Security group,Not connected,Off,-,Teams not connected,No,Yes,Assigned,-,No,User (no admin center access),-,N/A,0.00,None,Off,0,0,12/5/2024 7:05:58 PM,03f766a2-c9f3-4d91-ab64-db190a280da2,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
System account test,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,Systemaccounttest@7rkd12.onmicrosoft.com,3/25/2025 3:00:51 PM,-,System account test,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/Systemaccounttest,0.00,0.00,None,Off,1,2,9/6/2025 8:08:55 AM,ee5dbf39-c853-4d67-bfb4-d0df3815fe64,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Team Display Name,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,ada04@7rkd12.onmicrosoft.com,6/11/2025 9:46:15 AM,6/13/2025,Team Description,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/CSD_ada04,0.00,0.00,None,Off,7,8,9/6/2025 8:08:55 AM,c3dc29e6-485b-4100-bfb1-aed799b7e378,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
teams76,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,teams76@7rkd12.onmicrosoft.com,7/7/2026 11:39:08 AM,7/7/2026,teams76,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/teams76,0.00,0.00,None,Off,1,1,7/7/2026 1:13:24 PM,27805a64-a67d-47c2-b833-3bb8719bf116,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
teams77,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,teams77@7rkd12.onmicrosoft.com,7/7/2026 11:37:01 AM,7/7/2026,teams77,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/teams77,0.00,0.00,None,Off,1,1,7/7/2026 1:13:04 PM,12391b6f-2ffc-401c-b3e4-44776ba28108,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
teamsite1,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,teamsite1@7rkd12.onmicrosoft.com,12/18/2025 3:44:17 PM,8/3/2026,teamsite1,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/teamsite1,0.00,0.00,None,Off,0,0,12/18/2025 6:10:18 PM,ac3bf702-095f-4a5f-afa2-4f4e4f0f4baa,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
teamsite2,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,teamsite2@7rkd12.onmicrosoft.com,12/18/2025 3:47:32 PM,12/18/2025,teamsite2,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/teamsite2,0.00,0.00,None,Off,1,1,12/18/2025 6:10:42 PM,ecf1cc59-4c37-49ee-8848-df54984857cf,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Template Site,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,TemplateSite@7rkd12.onmicrosoft.com,11/26/2024 5:42:56 PM,-,Template Site,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/TemplateSite,0.00,0.00,None,Off,1,1,9/6/2025 8:08:55 AM,865c27eb-b765-4800-a220-f02595714959,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Template2,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,Template2@7rkd12.onmicrosoft.com,11/27/2024 9:52:21 AM,11/27/2024,Template2,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/Template2,0.00,0.00,None,Off,1,1,9/6/2025 8:08:55 AM,bf28a32e-e58b-481b-b441-1b35c03460ca,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
test0708,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,test0708@7rkd12.onmicrosoft.com,7/8/2026 9:50:33 AM,7/9/2026,test0708,Microsoft 365 Group,Not connected,Off,-,Teams connected,No,No,Assigned,Public,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/test0708,0.00,0.00,None,Off,1,0,7/8/2026 12:19:15 PM,025b768b-fd1e-4e5f-9512-f27073d2759f,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Test07081136,Cloud domain: 7rkd12.onmicrosoft.com,Cloud container: Default Group / Team / Engage community container,Cloud,Test07081136@7rkd12.onmicrosoft.com,7/8/2026 11:36:55 AM,-,Test07081136,Microsoft 365 Group,Not connected,Off,-,Teams not connected,No,No,Assigned,Private,No,User (no admin center access),https://7rkd12.sharepoint.com/sites/Test07081136,0.00,0.00,None,Off,1,1,7/8/2026 1:11:40 PM,43b15e62-7c32-44db-93e7-3139c1938256,No,-,-,N/A,-,N/A,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
